6.6,-0.84,0.05
9.6,-0.75,0.48
12.6,-0.63,0.94
15.6,-0.48,1.32
18.6,-0.33,1.66
21.6,-0.22,1.91
24.6,-0.11,2.05
30.6,0.09,2.02
33.6,0.13,1.89
36.6,0.20,1.68
39.6,0.27,1.43
42.6,0.35,1.14
45.6,0.44,0.78
48.6,0.54,0.39
