5,-0.08,0.04,0.12
8,-0.12,0.12,0.24
11,-0.13,0.27,0.40
14,-0.11,0.51,0.62
17,-0.07,0.81,0.88
20,0.00,1.20,1.20
23,0.09,1.61,1.52
26,0.21,2.09,1.88
29,0.37,2.64,2.27
32,0.56,3.21,2.65
35,0.87,3.77,2.90
38,0.95,4.50,3.55
41,1.21,5.11,3.90
44,1.46,5.81,4.35
47,1.46,6.53,5.07
