5,-0.09,-0.04
8,-0.34,-0.09
11,-0.70,-0.06
14,-0.98,0.04
17,-1.22,0.21
20,-1.47,0.57
23,-1.74,0.77
26,-1.98,1.10
29,-2.17,1.53
32,-2.20,1.96
35,-2.20,2.47
38,-2.20,3.11
41,-2.20,3.60
44,-2.20,4.25
47,-2.17,4.86
