6.6,-0.28,0.35,0.63
9.6,-0.24,0.64,0.88
12.6,-0.16,0.92,1.08
15.6,-0.05,1.19,1.24
18.6,-0.06,1.42,1.48
21.6,0.00,1.60,1.60
24.6,0.07,1.66,1.59
30.6,0.06,1.68,1.62
33.6,0.07,1.68,1.61
36.6,0.07,1.53,1.46
39.6,0.07,1.38,1.31
42.6,0.01,1.25,1.24
45.6,0.13,1.04,0.91
48.6,0.18,0.87,0.69
