6.6,-0.28,0.35
9.6,-0.24,0.64
12.6,-0.16,0.92
15.6,-0.05,1.19
18.6,-0.06,1.42
21.6,0.00,1.60
24.6,0.07,1.66
30.6,0.06,1.68
33.6,0.07,1.68
36.6,0.07,1.53
39.6,0.07,1.38
42.6,0.01,1.25
45.6,0.13,1.04
48.6,0.18,0.87
