6.6,-0.84,0.05,0.89
9.6,-0.75,0.48,1.23
12.6,-0.63,0.94,1.57
15.6,-0.48,1.32,1.80
18.6,-0.33,1.66,1.99
21.6,-0.22,1.91,2.13
24.6,-0.11,2.05,2.16
30.6,0.09,2.02,1.93
33.6,0.13,1.89,1.76
36.6,0.20,1.68,1.48
39.6,0.27,1.43,1.16
42.6,0.35,1.14,0.79
45.6,0.44,0.78,0.34
48.6,0.54,0.39,-0.15
