5,-0.09,-0.04,0.05
8,-0.34,-0.09,0.25
11,-0.70,-0.06,0.64
14,-0.98,0.04,1.02
17,-1.22,0.21,1.43
20,-1.47,0.57,2.04
23,-1.74,0.77,2.51
26,-1.98,1.10,3.08
29,-2.17,1.53,3.70
32,-2.20,1.96,4.16
35,-2.20,2.47,4.67
38,-2.20,3.11,5.31
41,-2.20,3.60,5.80
44,-2.20,4.25,6.45
47,-2.17,4.86,7.03
